denseSift: True, num_features: 400, k: 500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 84.69656992084433, C: 0.01, accuracyKNN: 78.3641160949868
denseSift: True, num_features: 400, k: 900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.8, C: 0.01, accuracyKNN: 84.8
denseSift: True, num_features: 400, k: 900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.55913978494624, C: 0.01, accuracyKNN: 80.3763440860215

denseSift: True, num_features: 400, k: 1000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.33509234828496, C: 0.01, accuracyKNN: 84.96042216358839
denseSift: True, num_features: 400, k: 1000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.01583113456465, C: 0.01, accuracyKNN: 82.32189973614776
denseSift: True, num_features: 400, k: 1000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.90425531914893, C: 0.01, accuracyKNN: 85.1063829787234
denseSift: True, num_features: 400, k: 1000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.26666666666667, C: 0.01, accuracyKNN: 85.33333333333334
denseSift: True, num_features: 400, k: 1000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.82795698924731, C: 0.01, accuracyKNN: 80.3763440860215

denseSift: True, num_features: 400, k: 1100, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 84.96042216358839
denseSift: True, num_features: 400, k: 1100, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.54353562005277, C: 0.01, accuracyKNN: 82.05804749340369
denseSift: True, num_features: 400, k: 1100, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.70212765957447, C: 0.01, accuracyKNN: 84.57446808510637
denseSift: True, num_features: 400, k: 1100, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.73333333333333, C: 0.01, accuracyKNN: 85.06666666666666
denseSift: True, num_features: 400, k: 1100, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.63440860215054, C: 0.01, accuracyKNN: 79.3010752688172

denseSift: True, num_features: 400, k: 1200, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.4881266490765, C: 0.01, accuracyKNN: 86.54353562005277
denseSift: True, num_features: 400, k: 1200, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.01583113456465, C: 0.01, accuracyKNN: 83.11345646437994
denseSift: True, num_features: 400, k: 1200, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.96808510638297, C: 0.01, accuracyKNN: 83.51063829787235
denseSift: True, num_features: 400, k: 1200, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.0, C: 0.01, accuracyKNN: 84.26666666666667
denseSift: True, num_features: 400, k: 1200, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.29032258064517, C: 0.01, accuracyKNN: 81.98924731182797

denseSift: True, num_features: 400, k: 1300, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.59894459102902, C: 0.01, accuracyKNN: 86.2796833773087
denseSift: True, num_features: 400, k: 1300, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.54353562005277, C: 0.01, accuracyKNN: 82.58575197889182
denseSift: True, num_features: 400, k: 1300, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.43617021276596, C: 0.01, accuracyKNN: 85.37234042553192
denseSift: True, num_features: 400, k: 1300, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.0, C: 0.01, accuracyKNN: 84.26666666666667
denseSift: True, num_features: 400, k: 1300, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 84.94623655913979, C: 0.01, accuracyKNN: 82.79569892473118

denseSift: True, num_features: 400, k: 1400, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 83.37730870712402, C: 0.01, accuracyKNN: 84.1688654353562
denseSift: True, num_features: 400, k: 1400, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.33509234828496, C: 0.01, accuracyKNN: 86.01583113456465
denseSift: True, num_features: 400, k: 1400, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.5, C: 0.01, accuracyKNN: 84.04255319148936
denseSift: True, num_features: 400, k: 1400, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 89.60000000000001, C: 0.01, accuracyKNN: 85.33333333333334
denseSift: True, num_features: 400, k: 1400, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.36559139784946, C: 0.01, accuracyKNN: 83.33333333333334

denseSift: True, num_features: 400, k: 1500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 87.33509234828496
denseSift: True, num_features: 400, k: 1500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.39050131926122, C: 0.01, accuracyKNN: 82.84960422163589
denseSift: True, num_features: 400, k: 1500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.2340425531915, C: 0.01, accuracyKNN: 84.8404255319149
denseSift: True, num_features: 400, k: 1500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.26666666666667, C: 0.01, accuracyKNN: 83.2
denseSift: True, num_features: 400, k: 1500, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.63440860215054, C: 0.01, accuracyKNN: 83.06451612903226

denseSift: True, num_features: 400, k: 1600, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 85.4881266490765
denseSift: True, num_features: 400, k: 1600, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 83.90501319261213
denseSift: True, num_features: 400, k: 1600, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.90425531914893, C: 0.01, accuracyKNN: 82.7127659574468
denseSift: True, num_features: 400, k: 1600, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.0, C: 0.01, accuracyKNN: 85.33333333333334
denseSift: True, num_features: 400, k: 1600, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.48387096774194, C: 0.01, accuracyKNN: 82.79569892473118

denseSift: True, num_features: 400, k: 1700, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 85.75197889182058
denseSift: True, num_features: 400, k: 1700, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.65435356200527, C: 0.01, accuracyKNN: 82.32189973614776
denseSift: True, num_features: 400, k: 1700, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.17021276595744, C: 0.01, accuracyKNN: 84.57446808510637
denseSift: True, num_features: 400, k: 1700, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.26666666666667, C: 0.01, accuracyKNN: 84.8
denseSift: True, num_features: 400, k: 1700, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.36559139784946, C: 0.01, accuracyKNN: 82.52688172043011

denseSift: True, num_features: 400, k: 1800, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.22427440633246, C: 0.01, accuracyKNN: 86.54353562005277
denseSift: True, num_features: 400, k: 1800, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.2796833773087, C: 0.01, accuracyKNN: 83.90501319261213
denseSift: True, num_features: 400, k: 1800, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.63829787234043, C: 0.01, accuracyKNN: 83.77659574468085
denseSift: True, num_features: 400, k: 1800, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 89.60000000000001, C: 0.01, accuracyKNN: 86.66666666666667
denseSift: True, num_features: 400, k: 1800, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 88.70967741935483, C: 0.01, accuracyKNN: 84.40860215053763

denseSift: True, num_features: 400, k: 1900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.4881266490765, C: 0.01, accuracyKNN: 84.96042216358839
denseSift: True, num_features: 400, k: 1900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.86279683377309, C: 0.01, accuracyKNN: 82.05804749340369
denseSift: True, num_features: 400, k: 1900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.7659574468085, C: 0.01, accuracyKNN: 83.51063829787235
denseSift: True, num_features: 400, k: 1900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 89.33333333333333, C: 0.01, accuracyKNN: 83.73333333333333
denseSift: True, num_features: 400, k: 1900, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.82795698924731, C: 0.01, accuracyKNN: 83.60215053763442

denseSift: True, num_features: 400, k: 2000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 1, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 85.75197889182058, C: 0.01, accuracyKNN: 86.01583113456465
denseSift: True, num_features: 400, k: 2000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 2, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.2796833773087, C: 0.01, accuracyKNN: 83.37730870712402
denseSift: True, num_features: 400, k: 2000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 3, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 87.5, C: 0.01, accuracyKNN: 84.57446808510637
denseSift: True, num_features: 400, k: 2000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 4, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 90.66666666666666, C: 0.01, accuracyKNN: 84.53333333333333
denseSift: True, num_features: 400, k: 2000, num_neighbors: 5, knn_metric: manhattan, step: 10, pyramidDepth: 0, validation_split_num: 5, normalization: True, norm: power, alpha: 0.5, kpt_sizes: [10], accuracySVM: 86.82795698924731, C: 0.01, accuracyKNN: 84.67741935483872
